# overall_metrics
,overall
accuracy,0.6938069908814589
macro_f1_score,0.5663196130030494
macro_recall,0.5832608272018579

# class_specific_metrics
,walk,cycle,pt,drive
precision,0.5968938740293356,0.7591751135966446,0.1049902786779002,0.7812289643234926
recall,0.738471391972673,0.6858225449952636,0.18815331010452963,0.7205960617349654
f1-score,0.6601774978528485,0.7206370272063702,0.13477537437603992,0.749688552576939
support,4684.0,9501.0,861.0,11274.0

# confusion_matrix
,walk,cycle,pt,drive
walk,3459,368,233,624
cycle,818,6516,746,1421
pt,195,274,162,230
drive,1323,1425,402,8124

# prob_derivative
,walk,cycle,pt,drive
age,-0.002515945758392837,0.01644412886346668,-0.007887001255186082,-0.00604118077090611
distance,-0.08094723156207773,0.054791863225562835,-0.013018023299176508,0.03917339209609768
dur_walking,-0.06482036028618483,0.019852106813473425,-0.03016087736364175,0.0751291309348638
dur_cycling,0.0015804296814565817,0.01883954816428915,-0.010140870073220669,-0.010279107363616717
dur_pt_access,-0.0002576809311264626,-0.02471782371904333,0.005932922431817015,0.019042582452162064
dur_pt_inv,-0.005720741726150099,-0.012022718180637548,0.007769228782463175,0.009974231526460441
dur_pt_int_total,0.0010129518312989648,-0.01193243595266886,-0.001249478793582332,0.012168963217783638
pt_n_interchanges,0.0,0.0,0.0,0.0
dur_driving,0.013713872132579297,0.0766413146810173,0.01938781055891355,-0.10974299690056456
cost_transit,0.00923905400834021,-0.00555070169848993,0.00818874530887164,-0.01187709710009333
cost_driving_total,0.0004678033403187548,0.03244894190154513,-0.04014222137075587,0.007225476817239346

# elasticity
,walk,cycle,pt,drive
age,-0.02261216120275419,0.20170600882440481,-0.2135354037187868,0.25708485105701523
distance,-0.03635736231860522,0.13854963716638782,-0.05734413674237817,0.09209067413932931
dur_walking,-0.016874315914162673,0.06076222707346986,-0.16101094555165446,0.21534184501980513
dur_cycling,0.029437554528253737,0.0957734208577797,-0.026239648897363972,0.023351238694920794
dur_pt_access,0.04155202939360936,-0.15051887350860116,0.041355375832145644,0.16993754182893261
dur_pt_inv,0.057585447096555255,-0.07936706940572268,0.054971618147617224,0.13303921772812385
dur_pt_int_total,0.0035551709244786003,-0.04064426984369562,-0.005791096804992816,0.06214766827121434
pt_n_interchanges,0.0,0.0,0.0,0.0
dur_driving,0.09120867369610482,0.4289771273560311,0.11722146877280576,-0.2862613657240378
cost_transit,0.04318288093921677,0.058425392401226,0.02779392129399379,-0.03289248668986185
cost_driving_total,-0.003483728494539488,0.12019202025739273,-0.10042281362161165,0.017102180129855392

# market share
,mean
walk,0.21196743845939636
cycle,0.3063066899776459
pt,0.16872766613960266
drive,0.3129979968070984

# value of time of driving
,VOT_drive
VOT_drive,8.073440310103821

# value of time of pt
,VOT_pt
VOT_pt,-28.874042188504582

