# overall_metrics
,overall
accuracy,0.7213525835866261
macro_f1_score,0.5388183312517061
macro_recall,0.5513928594211746

# class_specific_metrics
,walk,cycle,pt,drive
precision,0.6204663212435233,0.0,0.7916613702809203,0.7207448846654916
recall,0.7158411614005123,0.0,0.6555099463214399,0.8342203299627461
f1-score,0.6647501982553529,0.0,0.7171810225702441,0.7733421041812276
support,4684.0,861.0,9501.0,11274.0

# confusion_matrix
,walk,cycle,pt,drive
walk,3353,0,376,955
cycle,208,0,361,292
pt,876,0,6228,2397
drive,967,0,902,9405

# prob_derivative
,walk,cycle,pt,drive
age,0.0029587412983710574,-0.0005386719102094573,0.026528732789677854,-0.028948801958036164
distance,-0.3398658573623928,-0.0032758923494050365,0.15076021512818466,0.19238153384197557
dur_walking,-0.3988044859681288,-0.016084738292222133,0.03676018744982594,0.3781290315376126
dur_cycling,-0.055049599565700894,0.004952073978826373,0.07379336042053465,-0.02369583506965037
dur_pt_access,0.00044174435557807994,0.003915881365239096,-0.044712900319376456,0.04035527472239436
dur_pt_inv,-0.039265451885144693,0.006122141266171641,-0.03364231306565579,0.06678562377585526
dur_pt_int_total,0.014259156080497775,-0.002717549494442981,-0.03869945407644615,0.02715784790123737
pt_n_interchanges,0.007778764153783274,0.002384868579919879,-0.01062346509888722,0.0004598327988512036
dur_driving,0.06446936805060423,0.01883250391966882,0.16150766285631948,-0.24480953479631015
cost_transit,0.03604243198291655,0.004028071200597047,-0.031531895257997815,-0.008538607666842645
cost_driving_total,0.022971425062878907,0.002579970958640648,0.017276861408305127,-0.04282825716640174

# elasticity
,walk,cycle,pt,drive
age,-0.1358965534949942,-0.2965220004227187,0.026493532691945997,0.20074514812441394
distance,-1.001877575382072,-0.4646640671159809,0.3198967673872335,0.08241893715065703
dur_walking,-1.456127324626819,-1.031143024208979,-0.42159411449733036,0.6727585441290203
dur_cycling,-0.1630225099913491,0.0968541726667901,0.4080026940830213,-0.0903692010942006
dur_pt_access,0.2321662083191833,0.18941727240276118,-0.49343695811147636,0.2681274211133362
dur_pt_inv,0.13849029384276895,0.19411462028915902,-0.32594469840230805,0.2630474205106296
dur_pt_int_total,-0.03830485949827797,-0.09613755111616615,-0.14239754370749882,0.06864637926798396
pt_n_interchanges,0.020412287883828983,0.031727611927790285,0.004532590377551067,0.028383350094812663
dur_driving,0.3508900950988929,0.655816709708877,1.0794611034901358,-0.7595535760427857
cost_transit,0.24943037937231696,0.16070453182296673,-0.1252985896214744,-0.07454018586366211
cost_driving_total,0.047610093218542364,0.021823296598517086,0.04615003106023899,-0.11421876798315918

# market share
,mean
walk,0.206969752907753
cycle,0.025348011404275894
pt,0.30804067850112915
drive,0.45964163541793823

# value of time of driving
,VOT_drive
VOT_drive,329.5071912976467

# value of time of pt
,VOT_pt
VOT_pt,-5.295513879074153

