# overall_metrics
,overall
accuracy,0.7278115501519756
macro_f1_score,0.5419566080036474
macro_recall,0.5465154414698211

# class_specific_metrics
,walk,cycle,pt,drive
precision,0.6680841539838854,0.09090909090909093,0.758781163434903,0.7273720349563045
recall,0.6372758326216907,0.00116144018583043,0.720766235133144,0.8268582579386197
f1-score,0.6523164335664334,0.002293577981651376,0.7392853287271944,0.7739310917393109
support,4684.0,861.0,9501.0,11274.0

# confusion_matrix
,walk,cycle,pt,drive
walk,2985.0,7.0,527.0,1165.0
cycle,156.0,1.0,402.0,302.0
pt,624.0,2.0,6848.0,2027.0
drive,703.0,1.0,1248.0,9322.0

# prob_derivative
,walk,cycle,pt,drive
age,0.0004649403566744184,0.001969898010246823,0.007300523915670007,-0.009735363404562596
distance,-0.08422134879813449,0.009124592758111455,0.04759683359166516,0.027499922395004393
dur_walking,-0.06343130219817775,0.0007302079357928584,0.0020641050029695405,0.06063698918888508
dur_cycling,0.009094493718425441,0.006427337502053953,0.010879553344151414,-0.026401384887773334
dur_pt_access,-0.0028870277664759998,0.0045204594155697645,-0.024296509885654252,0.02266307826124681
dur_pt_inv,-0.0004485606355096423,0.007742963064881736,-0.011980305128600568,0.004685902699367211
dur_pt_int_total,-0.0010244529936158048,0.0006735157119388718,-0.014902061933786457,0.015252998608467443
pt_n_interchanges,0.0,0.0,0.0,0.0
dur_driving,0.01688168985466698,0.02378874405272726,0.11515026961419317,-0.15582070369452458
cost_transit,0.009554424027964881,0.011235409018265002,0.006717066262114326,-0.027506899566901846
cost_driving_total,0.00795351024141647,0.0006153179267690614,0.032383582542773154,-0.040952411608866424

# elasticity
,walk,cycle,pt,drive
age,-0.022931712481143188,-0.03046400196896915,0.06954729256341721,0.17429818907129008
distance,-0.017820586070170865,0.06592821086292772,0.14701234748257325,0.054674208908313926
dur_walking,-0.00589176357634987,-0.009457846398651593,0.02233073756326159,0.1505881199066956
dur_cycling,0.08163212852792796,0.09135336942607764,0.07651109480150389,0.00508963996771213
dur_pt_access,0.04002734700392365,0.08544448785706138,-0.14905592887086624,0.17747151316272708
dur_pt_inv,0.05900221004162192,0.09723732996693026,-0.07480756851709022,0.1517374207130316
dur_pt_int_total,0.012029593204933174,0.017668474378923004,-0.04186888973266604,0.06800898996652514
pt_n_interchanges,0.0,0.0,0.0,0.0
dur_driving,0.11171146873340321,0.28968330752773136,0.6933813955239724,-0.3126195498175673
cost_transit,0.05910276920973872,0.12145933047326647,0.08534955665922456,-0.046166567467679644
cost_driving_total,0.006181736876283279,0.027981724749461024,0.08293538778955989,0.001641668823489827

# market share
,mean
walk,0.1854291409254074
cycle,0.07457202672958374
pt,0.324237585067749
drive,0.41576164960861206

# value of time of driving
,VOT_drive
VOT_drive,38.60158931228757

# value of time of pt
,VOT_pt
VOT_pt,-66.67974725661735

