# overall_metrics
,overall
accuracy,0.7087082066869301
macro_f1_score,0.5105816217596237
macro_recall,0.5071844251119109

# class_specific_metrics
,walk,cycle,pt,drive
precision,0.7410491846030244,0.11899492664198548,0.7291241789293891,0.6959003110692875
recall,0.44175918018787363,0.0016260162601626014,0.7279549521103041,0.8573975518893027
f1-score,0.5464028131413563,0.003181348653403914,0.7264054978141075,0.7663368274296269
support,4684.0,861.0,9501.0,11274.0

# confusion_matrix
,walk,cycle,pt,drive
walk,2069.2,3.2,885.7,1725.9
cycle,111.2,1.4,408.8,339.6
pt,365.2,5.6,6916.3,2213.9
drive,283.4,0.9,1323.4,9666.3

# prob_derivative
,walk,cycle,pt,drive
age,0.003307018826218267,-0.0012931755531497037,0.039440859021314,-0.04145470247088406
distance,-0.13387618416124672,-0.010481279776127892,0.15595570088483085,-0.011598236927523506
dur_walking,-0.2653648376293218,-0.05304209347129261,0.002740644241950184,0.31566628696565024
dur_cycling,-0.00980387281723089,0.003455886054295261,0.05992387609252233,-0.05357588946157717
dur_pt_access,0.005291386839693589,0.009605508815847685,-0.061220775082847456,0.04632387948905717
dur_pt_inv,-0.018360938635501655,0.015376419900987585,-0.04933573189614345,0.05232025057047993
dur_pt_int_total,0.01905662222162772,0.0021558534100210996,-0.040534156901935084,0.01932168127984195
pt_n_interchanges,0.003227238581839958,-2.5878517582068264e-05,-0.026266364663105314,0.023065004541499477
dur_driving,0.0453661272309813,0.027925113162027726,0.1579531642033955,-0.23124440475669036
cost_transit,0.02821848982963506,0.011066794777699552,-0.05025899994931432,0.01097371539062539
cost_driving_total,0.01097363218681755,0.0009956745136569624,0.019777730119856375,-0.03174703669828527

# elasticity
,walk,cycle,pt,drive
age,-0.22862334098164477,-0.48915038786958676,-0.04831977916467134,0.14864460852460434
distance,-0.6262118281997952,-0.2948421203826658,0.379421776621538,-0.11302949680425255
dur_walking,-1.7224071902292855,-1.4055382354297359,-0.5906713406427774,0.7178139124800561
dur_cycling,0.08160482161209405,0.18626232414576288,0.3518714723263,-0.17049631870003143
dur_pt_access,0.2883850332532873,0.30987312204871703,-0.6129209120400928,0.2577379176746086
dur_pt_inv,0.029666752831472968,0.2622920196066857,-0.31463202972816284,0.21309104104347637
dur_pt_int_total,-0.023136844105613626,-0.053631622588972264,-0.11327232809287155,0.050500095567954366
pt_n_interchanges,0.014013006163878069,0.010260039045690278,-0.04566871972753848,0.06815842059548938
dur_driving,0.5160251318378821,0.7387804944815611,0.885795040021296,-0.720447206281187
cost_transit,0.10351822108957895,0.2211737059303148,-0.10160551952048773,-0.10059522680098572
cost_driving_total,0.03184613339310592,0.026049682416256534,0.054767718618446114,-0.1297630321631204

# market share
,mean
walk,0.1335264228284359
cycle,0.047963515669107434
pt,0.35539385974407195
drive,0.4631160646677017

# value of time of driving
,VOT_drive
VOT_drive,41.76788974461194

# value of time of pt
,VOT_pt
VOT_pt,3.4139812131067644

