# overall_metrics
,overall
accuracy,0.5438145896656535
macro_f1_score,0.47206435515412065
macro_recall,0.5069570745055952

# class_specific_metrics
,walk,cycle,pt,drive
precision,0.5558486070806287,0.05872947897520324,0.6682610451433048,0.7310259156508071
recall,0.5873825789923142,0.35470383275261325,0.5550784127986528,0.5306634734788008
f1-score,0.5703373688770164,0.10042546311680459,0.6040627459407848,0.6134318426818769
support,4684.0,861.0,9501.0,11274.0

# confusion_matrix
,walk,cycle,pt,drive
walk,2751.3,813.2,488.5,631.0
cycle,169.0,305.4,234.2,152.4
pt,813.1,1988.0,5273.8,1426.1
drive,1222.6,2128.3,1940.4,5982.7

# prob_derivative
,walk,cycle,pt,drive
age,0.019069996574446937,0.0029685788131836475,0.05584377232660045,-0.07788234901672687
distance,-0.28323454838410145,0.1466449004849018,0.13718139589181286,-0.0005917478458165657
dur_walking,-0.467826811936561,-0.37332411720664244,0.21091180479336138,0.6302391261408474
dur_cycling,0.08291194141783517,-0.03282428549020602,0.03162275770670564,-0.08171041311599898
dur_pt_access,-0.007211766310163595,0.06153113798498458,-0.06126608217322318,0.006946710222968158
dur_pt_inv,-0.020170340758743487,0.1165012364736091,-0.06271417806122735,-0.033616718058809066
dur_pt_int_total,0.047714843534798254,0.007156436408649117,-0.050786369046267994,-0.004084911284143546
pt_n_interchanges,0.023430687648154477,-0.03949260787043882,-0.017495738966771764,0.03355765888529064
dur_driving,-0.011892100676906494,0.14035833682857746,0.11172848180477611,-0.2401947194331007
cost_transit,0.06465806929858484,-0.004884034685227423,-0.08484898585170922,0.025074951310663146
cost_driving_total,0.0035842782843237696,-0.02632488086804699,0.014089600296314574,0.008651002537547775

# elasticity
,walk,cycle,pt,drive
age,-0.06948411974671045,-1.3845696809681212,0.14355070907378611,0.4822938809244331
distance,-1.3911220617731253,0.7639860825110212,0.9216143940380682,-1.5128007356834479
dur_walking,-3.2682079142170872,-6.474621328614817,0.40194400722974566,3.233755614190741
dur_cycling,1.3273554237645895,0.569973990536227,0.34173766687893564,-0.1424007382911099
dur_pt_access,-0.05324190931483106,0.8448749023385876,-2.0263045522592744,0.24792904723978232
dur_pt_inv,-0.3395302751731873,0.42621543358660574,-1.124653147455684,0.2767038382362928
dur_pt_int_total,-0.1416439820513708,-0.14580985364131932,-0.4773749383511389,0.17449341998243842
pt_n_interchanges,-0.40611351875304025,-0.11432344734156075,-0.12262429985172703,-0.03619382731516269
dur_driving,-0.012927649924113816,1.8625050170627073,1.613831795803027,-2.937612244266162
cost_transit,-0.08662490439327973,0.2693753048244271,-0.647416175501386,-0.5229427940269873
cost_driving_total,-0.14233653325882853,-0.24483474695785182,-0.09355116809386477,-0.31514626303656135

# market share
,mean
walk,0.18480226695537566
cycle,0.20355301797389985
pt,0.30441162288188933
drive,0.30722108483314514

# value of time of driving
,VOT_drive
VOT_drive,139.1935791843408

# value of time of pt
,VOT_pt
VOT_pt,11.371471967066688

