# overall_metrics
,overall
accuracy,0.6693047112462006
macro_f1_score,0.5494017950267038
macro_recall,0.5698946097186949

# class_specific_metrics
,walk,cycle,pt,drive
precision,0.6039978358231893,0.08875674975187309,0.7759289810977097,0.7594341376726583
recall,0.680401366353544,0.24169570267131246,0.6109672666035154,0.7465141032464075
f1-score,0.6376991387887501,0.12634138820710694,0.6817418672575233,0.7518247858534349
support,4684.0,861.0,9501.0,11274.0

# confusion_matrix
,walk,cycle,pt,drive
walk,3187.0,392.3,287.9,816.8
cycle,172.7,208.1,231.8,248.4
pt,851.3,1224.5,5804.8,1620.4
drive,1093.6,589.4,1174.8,8416.2

# prob_derivative
,walk,cycle,pt,drive
age,0.008966734359704472,0.030852086203849615,-0.0013691832116834678,-0.03844963731079058
distance,-0.18480913446302577,0.10829667747874765,0.061871058136919316,0.014641399375180055
dur_walking,-0.3133143261916332,-0.3017753761903095,0.18119587211285582,0.4338938296019729
dur_cycling,-0.020361183158066797,0.00013063931641106743,0.05649827892431154,-0.036267735001469875
dur_pt_access,0.0014774614921440727,0.0477247049834519,-0.07002155478770333,0.020819388110854882
dur_pt_inv,-0.0368148713345736,0.08267536578495155,-0.06805430181558753,0.02219380737118386
dur_pt_int_total,0.12055461415886598,0.3023526119794762,-0.15136436989062224,-0.27154285508400394
pt_n_interchanges,-0.07280715203110079,-0.20153853148093664,0.06948415394773924,0.2048615286320592
dur_driving,0.01989959013545698,0.04070782831161513,0.1306868344465607,-0.19129425174605502
cost_transit,0.039622903072351785,-0.05040072593461127,-0.038796700088688865,0.04957452199841722
cost_driving_total,0.10255621712301044,0.23247938133342258,-0.06007862667617768,-0.2749569710475104

# elasticity
,walk,cycle,pt,drive
age,-0.2330568889711304,-0.5682001258999273,0.00830300083991636,0.2370795057767907
distance,-0.2377415213289146,0.7894944258657242,0.17509010230854985,-0.2041992243131549
dur_walking,-2.025620762891383,-2.9297873319866516,0.37313686637449783,1.2399776268472342
dur_cycling,-0.0009329151292623309,0.07334805019086929,0.27412546774020313,-0.15713405598222957
dur_pt_access,0.1001466670373968,0.37036795387322025,-0.6512999143669754,0.1602681104004038
dur_pt_inv,-0.016473744905408427,0.4221325171274733,-0.3923008209445825,0.14403365417899636
dur_pt_int_total,0.11673688468159849,0.3175273173556895,-0.16902643593365652,-0.01655138904102193
pt_n_interchanges,-0.3428517326603604,-0.6036394604939822,0.05096854494119433,0.2159525766269736
dur_driving,0.23542031334919927,0.41667260025640485,0.7403032828108066,-0.7801364361118214
cost_transit,-0.2771212148291888,-0.5702173829221389,0.00687701282186196,0.19307655819457478
cost_driving_total,0.01608947339660834,-0.1542418837993934,0.19137896914665087,0.017573409235099705

# market share
,mean
walk,0.18579439371824263
cycle,0.158954606205225
pt,0.2946746975183487
drive,0.3605754405260086

# value of time of driving
,VOT_drive
VOT_drive,14.907405551336986

# value of time of pt
,VOT_pt
VOT_pt,-1.9303986329014144

