# overall_metrics
,overall
accuracy,0.6491641337386017
macro_f1_score,0.5453245622037066
macro_recall,0.5796587695898751

# class_specific_metrics
,walk,cycle,pt,drive
precision,0.5818669348081114,0.0837696335078534,0.7673425827107792,0.7760432608917458
recall,0.7412467976088813,0.29732868757259007,0.6054099568466478,0.674649636331382
f1-score,0.6519575626701719,0.13071227980597394,0.6768253221156675,0.721803084223013
support,4684.0,861.0,9501.0,11274.0

# confusion_matrix
,walk,cycle,pt,drive
walk,3472.0,425.0,242.0,545.0
cycle,190.0,256.0,213.0,202.0
pt,892.0,1409.0,5752.0,1448.0
drive,1413.0,966.0,1289.0,7606.0

# prob_derivative
,walk,cycle,pt,drive
age,-0.00527777479788133,-0.007653107604374226,0.006699240688813846,0.006231642455994652
distance,-0.057413589445177694,-0.006513635321715557,0.053141586986849475,0.01078563753407884
dur_walking,-0.07555922926461098,-0.02291753238848238,0.0315890699763224,0.06688769165662718
dur_cycling,-0.009489809754699272,-0.008962682293031831,0.014889939253402809,0.0035625534689324215
dur_pt_access,-0.004507235082838009,0.011456297331622468,-0.01871742625815616,0.011768364206662142
dur_pt_inv,-0.01115912358596895,0.018741563232588423,-0.017376175791362764,0.009793736205378427
dur_pt_int_total,0.000737073787766963,-0.0004750597069399688,-0.007698391913161082,0.0074363778342665535
pt_n_interchanges,0.0,0.0,0.0,0.0
dur_driving,0.007528053538573132,0.04062214864342418,0.05362077788274998,-0.10177097979657587
cost_transit,0.007573640814650021,0.010838908472978255,-0.006454276791203522,-0.011958272341736893
cost_driving_total,0.009035434984263617,-0.03515058989244566,0.025216931706903898,0.0008982228981407535

# elasticity
,walk,cycle,pt,drive
age,-0.04714564767007761,-0.16953172421917273,0.195319785966134,0.2805888423195358
distance,-0.020877152280924217,-0.04000763249993997,0.1344475518290229,0.05970431128123358
dur_walking,-0.03238889853720557,-0.11448604991458775,0.08723574887054916,0.179325103911138
dur_cycling,0.01729762314348987,-0.010553617765648674,0.06200346552991341,0.03946069779410531
dur_pt_access,0.05143573415034373,0.08809619798791957,-0.0924806406516155,0.11894438674259128
dur_pt_inv,0.04378681110770533,0.0981824366301703,-0.08614367917201426,0.13875782977010895
dur_pt_int_total,0.00602004585653221,0.007113746108667801,-0.02444145043741101,0.04719823533580397
pt_n_interchanges,0.0,0.0,0.0,0.0
dur_driving,0.03814207086716315,0.20419052468897436,0.30331196744137146,-0.2526881577389296
cost_transit,0.043037540689946224,0.06272784024915617,0.03950047611814937,-0.032710445653642874
cost_driving_total,-8.436333038877861e-06,-0.056028256038809836,0.11801771044992866,0.01502102403295697

# market share
,mean
walk,0.21355880796909332
cycle,0.21450242400169373
pt,0.28010094165802
drive,0.29183831810951233

# value of time of driving
,VOT_drive
VOT_drive,-19.942911490308457

# value of time of pt
,VOT_pt
VOT_pt,-12.81056109307239

