# overall_metrics
,overall
accuracy,0.7072188449848025
macro_f1_score,0.5665734507694775
macro_recall,0.5687244376376861

# class_specific_metrics
,walk,cycle,pt,drive
precision,0.6540164452877926,0.10442773600668337,0.7914486279514997,0.7322439218812276
recall,0.6622544833475662,0.14518002322880372,0.6526681401957689,0.8147951037786056
f1-score,0.6581096849474913,0.12147716229348883,0.7153899400092294,0.7713170158277006
support,4684.0,861.0,9501.0,11274.0

# confusion_matrix
,walk,cycle,pt,drive
walk,3102,230,318,1034
cycle,168,125,289,279
pt,719,535,6201,2046
drive,754,307,1027,9186

# prob_derivative
,walk,cycle,pt,drive
age,-0.008753943799624651,-0.002568147572014633,0.005851635966970476,0.0054704569670507375
distance,-0.27017365412738625,0.08923341577021537,0.1351418161099411,0.045798421773170714
dur_walking,-0.3855091529822592,-0.1938635301394116,0.1143159871249099,0.4650566978376302
dur_cycling,0.0009001551423330616,-0.009428683323530595,0.04508465778908693,-0.03655612983536054
dur_pt_access,0.00792046906321686,0.0319862922647846,-0.0627360577550292,0.02282929761345678
dur_pt_inv,-0.045798416488633274,0.0613241597432052,-0.053431742064614846,0.03790599997222599
dur_pt_int_total,0.08811137265199848,0.13018487693012054,-0.055710423407242374,-0.1625858285349844
pt_n_interchanges,-0.012734787348060812,-0.07450370458553049,-0.014048432873473937,0.10128692429501504
dur_driving,0.04608389462066601,0.03385858334931312,0.1475549593498406,-0.22749743788132853
cost_transit,0.018446141679602877,-0.03265907724550927,-0.03897405878591527,0.05318699392251818
cost_driving_total,0.08505610986413621,0.1463209777528036,0.00533059786746193,-0.23670768636050865

# elasticity
,walk,cycle,pt,drive
age,-0.4399004117219168,-1.3808874929499884,-0.019466688448071465,0.5040512410885475
distance,-0.4552375581281973,0.8444441321363534,0.4223070266951152,-0.2036769886408163
dur_walking,-1.738132975890957,-3.4247198715465603,0.03911863049175234,1.2088363296997173
dur_cycling,0.024132933418719107,0.12300656025410132,0.23329202937649715,-0.1886061875883565
dur_pt_access,0.2887733979598354,0.4098660622196368,-0.6524308623312434,0.14333893464710573
dur_pt_inv,0.06626910983090056,0.4768904767074974,-0.36727183358201704,0.16896014494542497
dur_pt_int_total,-0.017665553764386003,-0.050140886145570294,-0.10224173710419805,0.05669694650677527
pt_n_interchanges,-0.18146335668365463,-0.29241548144322377,-6.194560627187086e-05,0.07814194918844869
dur_driving,0.20331319899035485,0.5856786769935431,0.7841299189377257,-0.7675006699678125
cost_transit,-0.20686113851165316,-0.5098829873609225,-0.03483382847791738,0.32178110593292325
cost_driving_total,0.009194605458710974,-0.3079743247756365,0.13924768293606968,0.07127315458702632

# market share
,mean
walk,0.1799004226922989
cycle,0.08906307816505432
pt,0.30742138624191284
drive,0.4236140251159668

# value of time of driving
,VOT_drive
VOT_drive,6.685306581120495

# value of time of pt
,VOT_pt
VOT_pt,-24.46233376703696

