# overall_metrics
,overall
accuracy,0.6806079027355623
macro_f1_score,0.5178561622774763
macro_recall,0.5132086114466812

# class_specific_metrics
,walk,cycle,pt,drive
precision,0.6538621160965741,0.6893466074364311,0.1532727531450546,0.6966392838904664
recall,0.5443851409052092,0.6945058414903694,0.039488966318234606,0.774454497072911
f1-score,0.5897044057629753,0.6907791938571691,0.05837223121045344,0.7325688182793073
support,4684.0,9501.0,861.0,11274.0

# confusion_matrix
,walk,cycle,pt,drive
walk,2549.9,794.6,22.6,1316.9
cycle,557.7,6598.5,149.0,2195.8
pt,147.7,372.2,34.0,307.1
drive,679.8,1829.9,33.1,8731.2

# prob_derivative
,walk,cycle,pt,drive
age,-0.0003194719869643799,0.035763667911772684,0.005586299279228286,-0.04103049553523872
distance,-0.32176970399621446,0.35024693518763506,-0.0011084160002172573,-0.027368816034255835
dur_walking,-0.5002096962801494,-0.02238988118956598,-0.04720455997292184,0.5698041360107705
dur_cycling,0.08364633609933327,0.01910581652349008,0.022354848094909018,-0.125107000677138
dur_pt_access,0.02991818034479139,-0.06234784607168231,0.0028317616424004054,0.02959790410600324
dur_pt_inv,-0.003907348425953451,-0.07417122187851095,0.013263309604555906,0.06481526096523714
dur_pt_int_total,0.004035319639032296,-0.020985268174206113,-0.0010596409356229861,0.018009589327856707
pt_n_interchanges,0.02640321869588978,-0.06948158347491724,-0.00729939777861864,0.05037776283464216
dur_driving,-0.016908288445395936,0.20643326145025914,0.020064648899358287,-0.2095896226016764
cost_transit,0.045474142039799,-0.029229177617483438,0.009515830402825987,-0.025760794525911634
cost_driving_total,0.006802537810509119,-0.02300023416209104,-0.00468291991135641,0.02088061632913426

# elasticity
,walk,cycle,pt,drive
age,0.08969583001308573,-0.16289384738382331,-0.3154627171086295,0.07571980753363526
distance,-1.92764521130871,1.3592722656243035,-1.3063106476405886,-0.7786004431439487
dur_walking,-3.4220975349175733,-1.7976297715898002,-4.9900912611440384,1.4281153151880788
dur_cycling,1.1332137221219634,0.5896458006516935,2.024031566399723,-0.09724522193658794
dur_pt_access,0.5702641364516289,-0.963418698773045,-0.32726936030266046,0.27777614536603323
dur_pt_inv,0.6957562522852535,-0.5530914810140558,0.6419358688264384,0.4436996014641455
dur_pt_int_total,-0.12318529187085128,-0.3157626058735389,-0.40067364916912723,0.06371305867077537
pt_n_interchanges,0.06295152971948649,-0.15839655603622668,-0.12091016810979575,0.051895332056497906
dur_driving,0.36990960686463387,1.7704244858233766,1.9464349870998725,-1.146201735499828
cost_transit,0.4519357928519126,0.20570626562903652,0.6839848133060459,-0.29824677870672095
cost_driving_total,-0.1502205391242653,0.040701300326696145,-0.26233833393068773,-0.3682622611337467

# market share
,mean
walk,0.16057049483060837
cycle,0.3614645391702652
pt,0.0200473312754184
drive,0.4579146683216095

# value of time of driving
,VOT_drive
VOT_drive,46.8956888498812

# value of time of pt
,VOT_pt
VOT_pt,8.034109449475821

