# overall_metrics
,overall
accuracy,0.7295592705167173
macro_f1_score,0.5434940538363335
macro_recall,0.5511385310477033

# class_specific_metrics
,walk,cycle,pt,drive
precision,0.6511724424154389,0.0,0.7765284609978917,0.727763634961043
recall,0.6699402220324508,0.0,0.6978212819703189,0.8367926201880432
f1-score,0.6604230243081132,0.0,0.7350740063196407,0.7784791847175805
support,4684.0,861.0,9501.0,11274.0

# confusion_matrix
,walk,cycle,pt,drive
walk,3138,0,517,1029
cycle,187,0,390,284
pt,655,0,6630,2216
drive,839,0,1001,9434

# prob_derivative
,walk,cycle,pt,drive
age,0.0034602399767001977,-0.0019077512244249214,0.010446374997085296,-0.011998862758318166
distance,-0.35339991474269417,-0.002652141004943515,0.16373009477428976,0.19232196327649123
dur_walking,-0.40562400993904857,-0.013829393753819932,0.05401536223478879,0.36543804108544603
dur_cycling,-0.06017545357427754,0.0035437186226562815,0.06885238211297566,-0.012220647760404147
dur_pt_access,0.008718341300491966,0.004883256130113269,-0.05097590951832947,0.037374311442463046
dur_pt_inv,-0.02333499685582913,0.006736746099721649,-0.04136863410817914,0.05796688444458339
dur_pt_int_total,0.04270482414085686,-0.0005703245681975858,-0.05327656368893267,0.01114206395841144
pt_n_interchanges,-0.011060501493625906,-0.00041296313487894723,-0.015167818848612472,0.02664128308844301
dur_driving,0.05434035955322903,0.018841778328076583,0.18420742467564566,-0.2573895629280001
cost_transit,0.03181448338000052,0.005047258502666604,-0.0324035176417965,-0.004458224743272576
cost_driving_total,0.004333223312333303,0.0010933805174590415,0.015597775773955333,-0.02102437986203212

# elasticity
,walk,cycle,pt,drive
age,-0.20221289887656177,-0.44274753437679343,-0.10340312413675709,0.29727869968498605
distance,-1.0698027468244036,-0.4432818822830227,0.3163895132377313,0.18653795307633672
dur_walking,-1.487007068436673,-0.915797958439376,-0.30389389088292823,0.6072748244539121
dur_cycling,-0.19705450934372543,0.01503648801883993,0.28644898488981685,-0.11368687537905137
dur_pt_access,0.3811974897076931,0.22668182018284333,-0.5361411770173169,0.2179665996573508
dur_pt_inv,0.17911060034091267,0.16861858263512328,-0.32973823860492074,0.2211509167921019
dur_pt_int_total,0.018235786899261912,-0.03872072027674428,-0.12132032388010722,0.06505157626093439
pt_n_interchanges,-0.024492315266864642,-0.01796520310340472,-0.0008564568014011922,0.029793592176912298
dur_driving,0.49499875934782755,0.6934854562556778,1.061697904914152,-0.8122849977454201
cost_transit,0.23879937011089125,0.19074985447585313,-0.06341833315143411,-0.07536956711433554
cost_driving_total,0.04304853583538988,0.011346545214210236,0.03730199676473969,-0.11823975957204097

# market share
,mean
walk,0.18785575032234192
cycle,0.02878808043897152
pt,0.32984060049057007
drive,0.45351535081863403

# value of time of driving
,VOT_drive
VOT_drive,103.62983702490605

# value of time of pt
,VOT_pt
VOT_pt,-36.11592869535831

