# overall_metrics
,overall
accuracy,0.7166033434650457
macro_f1_score,0.5176561833816482
macro_recall,0.5125067231571122

# class_specific_metrics
,walk,cycle,pt,drive
precision,0.7683241252302027,0.0,0.7244248151191455,0.7012406231967685
recall,0.44534585824081974,0.0,0.7423429112724975,0.8623381231151319
f1-score,0.5638599810785241,0.0,0.7332744190882154,0.7734903333598534
support,4684.0,861.0,9501.0,11274.0

# confusion_matrix
,walk,cycle,pt,drive
walk,2086.0,2.0,954.0,1642.0
cycle,93.0,0.0,430.0,338.0
pt,283.0,3.0,7053.0,2162.0
drive,253.0,0.0,1299.0,9722.0

# prob_derivative
,walk,cycle,pt,drive
age,-0.0024438134396491933,0.0004437493320904349,0.018331319436372038,-0.016331255780497517
distance,-0.038273996492596205,0.00613263464993294,0.019411945678699857,0.012729416009978865
dur_walking,-0.040512927910260954,4.216591774754191e-05,-0.005162160788067961,0.04563292267413429
dur_cycling,0.005309577233852233,0.004758708563881454,0.006775278099260505,-0.01684356393303247
dur_pt_access,0.0015562062468375568,0.005020332036753442,-0.033661654979151155,0.027085116479851064
dur_pt_inv,-0.0026226239905921198,0.00816258829904387,-0.012439666008514422,0.006899701481355516
dur_pt_int_total,0.0014959612447754567,0.0017162723083563012,-0.016299761560890243,0.013087527880364174
pt_n_interchanges,0.0,0.0,0.0,0.0
dur_driving,0.02169023312054189,0.01936584735456002,0.07650043811891478,-0.11755651924779584
cost_transit,0.018773239856445377,0.010768781284077236,0.0016748187364508638,-0.031216839924444666
cost_driving_total,0.022009492375962343,-0.005549359697145783,-0.001694924554240996,-0.014765209124452785

# elasticity
,walk,cycle,pt,drive
age,-0.07354243928742295,-0.08394974225292075,0.11126223209091402,0.18077987527404152
distance,-0.03241051846768575,0.07545816667272338,0.04029417163568387,0.06565758729774664
dur_walking,-0.023324661414844013,-0.01486199389331055,-0.029075753552279492,0.12851648866040244
dur_cycling,0.04360821853034425,0.06824732500982182,0.045781037146667106,0.020467704982673002
dur_pt_access,0.06378742966210102,0.09142067126990837,-0.19151204037871056,0.17127302713326248
dur_pt_inv,0.04058038986791607,0.07934546766992197,-0.09127984236407863,0.11948834864777017
dur_pt_int_total,0.011868373806085132,0.016638379607786736,-0.05052914441294099,0.06101871025118171
pt_n_interchanges,0.0,0.0,0.0,0.0
dur_driving,0.1210659017124379,0.23908428262238182,0.48152596602598297,-0.22926954310207204
cost_transit,0.0800259782876032,0.11694892447990476,0.11733373426533439,-0.04872689280883968
cost_driving_total,0.04074213790892529,0.002679071565973439,0.02482422565050925,0.034702333746934884

# market share
,mean
walk,0.1496886909008026
cycle,0.08418239653110504
pt,0.33944159746170044
drive,0.42668935656547546

# value of time of driving
,VOT_drive
VOT_drive,-46.040654955539246

# value of time of pt
,VOT_pt
VOT_pt,0.591542984512769

