# overall_metrics
,overall
accuracy,0.5212006079027356
macro_f1_score,0.46146704289818363
macro_recall,0.5097188974523988

# class_specific_metrics
,walk,cycle,pt,drive
precision,0.5372925414917017,0.06225165562913907,0.6648199445983379,0.7294102364250454
recall,0.5736549957301452,0.4367015098722416,0.5304704767919166,0.49804860741529183
f1-score,0.5548786783686113,0.10896971453412548,0.590094836670179,0.5919249420198186
support,4684.0,861.0,9501.0,11274.0

# confusion_matrix
,walk,cycle,pt,drive
walk,2687,1152,434,411
cycle,167,376,183,135
pt,748,2176,5040,1537
drive,1399,2336,1924,5615

# prob_derivative
,walk,cycle,pt,drive
age,0.019570749158113406,-0.0018655258389417139,0.02924009573095253,-0.046945316802809105
distance,-0.31432641798985067,0.3044498094423882,0.1519546416559016,-0.14207804042995245
dur_walking,-0.343022427007282,-0.5243340752470689,0.22765445205903262,0.6397020487459518
dur_cycling,-0.02665577380656693,-0.07476075588408318,0.04084630950598249,0.0605702191161691
dur_pt_access,-0.013935796613020522,0.03925679800378874,-0.036204282655457165,0.010883284339873888
dur_pt_inv,-0.049498636685419185,0.13358092561204057,-0.13648037947363414,0.05239809006516652
dur_pt_int_total,-0.01901114144848052,0.040658515415393254,-0.05422619325744764,0.032578820383891045
pt_n_interchanges,0.13789170940709544,-0.13576244922408073,-0.027422926068956365,0.025293668601180902
dur_driving,0.04298210399050204,0.15242381914659445,0.15705104622686714,-0.3524569725293551
cost_transit,-0.006179921154867628,0.02358967566910809,-0.05506755333931761,0.03765779879023068
cost_driving_total,0.0413024138993388,-0.08513490241105424,0.018664620959915095,0.0251678696819984

# elasticity
,walk,cycle,pt,drive
age,-1.6194503327898682,-1.4114354005140202,0.048385592448609814,0.2814762655403797
distance,-1.0423715326581406,0.608040955944222,1.1283205020631433,-2.519386251859409
dur_walking,-1.7893515342329638,-5.774824389949747,0.6052838692308485,4.436370108392264
dur_cycling,0.17360678231864854,0.49384691960650107,0.1864417109358118,0.3579106067366066
dur_pt_access,-0.5312143882131759,0.7234518082262493,-1.0250995135837204,0.3233803969569644
dur_pt_inv,-0.8301374701193391,0.850069719939576,-1.801686158635797,0.6274327615554162
dur_pt_int_total,-0.0897614039288543,0.1472843288929057,-0.2581390018757152,0.4357038407701091
pt_n_interchanges,-0.027184257263435735,-0.07216405396186713,-0.07054618367668039,-0.2478900699080757
dur_driving,0.12719190555950113,1.5934917148815884,1.2898635519774986,-3.8008831158155933
cost_transit,-1.4359288209962309,-0.27815345069251485,-0.8661804484312472,-0.9392405403226991
cost_driving_total,-0.06081078174668697,-0.21371499573967348,-0.013261090973136208,-0.4169582955986665

# market share
,mean
walk,0.1835891455411911
cycle,0.23314689099788666
pt,0.2896733283996582
drive,0.2935790419578552

# value of time of driving
,VOT_drive
VOT_drive,113.81702752886268

# value of time of pt
,VOT_pt
VOT_pt,-3.282397776127429

