,data,method,accuracy,macro_f1_score,macro_recall,f1_walk,f1_cycle,f1_pt,f1_drive,VOT_drive,VOT_pt,market_share_walk,market_share_cycle,market_share_pt,market_share_drive
10,2.1_RandomOverSampler,dnn,0.6406550151975684,0.5404245647843288,0.5734659466791693,0.6469339624518371,0.12131340156045207,0.6844992622232424,0.7089516329017834,-28.265773333995988,8.649814631189042,0.19951472863554953,0.17120097585022448,0.3051898187398911,0.32409423172473906
11,2.1_RandomOverSampler,xgb,0.69423632218845,0.5671881273730054,0.5841844434384172,0.6606887784031393,0.13690326108230566,0.7220376824024475,0.7491227876041286,-1.8927767662839483,-18.75335337299424,0.2117695614695549,0.16834404021501542,0.30644990801811217,0.3134362637996674
12,2.2_SMOTENC,MNL,0.5407788753799392,0.4596102335864251,0.5040985020045563,0.6266763218033408,0.08359796887836093,0.5532462710370747,0.574920372626924,31.934478204107954,7.454048088174095,0.1926384353616337,0.24377802682740426,0.27785104265125693,0.28573249515970506
13,2.2_SMOTENC,dnn,0.6788054711246201,0.5578669384344387,0.5752986315098566,0.649367941101249,0.1305005949033469,0.708619776697337,0.7429794410358218,14.416937959512174,-109.99171074576853,0.18571040213108064,0.13086451575160024,0.3187770608067513,0.364647866487503
14,2.2_SMOTENC,xgb,0.7017895136778115,0.5703078010879531,0.5803629229379312,0.6586995381073111,0.14049632899184678,0.7229641825082449,0.75907115474441,10.98915876226847,11.326025785358574,0.20204919278621675,0.14902773201465608,0.30968557894229887,0.33923783600330354
15,2.3_ADASYN,MNL,0.5320820668693009,0.4506195017635138,0.501628024752509,0.6094691413299297,0.08628397422238362,0.5458115401951464,0.5609133513065957,29.780828899671512,7.820179570462867,0.20405419520146806,0.24189040626959674,0.2742455125791028,0.27980988594983347
16,2.3_ADASYN,dnn,0.6710938449848023,0.5498277151006803,0.57050368401048,0.6406299624338561,0.1253281849844698,0.6799833396026493,0.7533693733817465,7.607630714179808,13.607303808333034,0.18966001078486444,0.15436521768569947,0.2917155207693577,0.3642589047551155
17,2.3_ADASYN,xgb,0.7033776595744681,0.564217985199605,0.5725805975876439,0.6528943578124207,0.12100458314022482,0.714696500129719,0.7682764997160557,3.7130769958293732,6.396647619993854,0.20312292128801346,0.15586166083812714,0.2919102221727371,0.3491052508354187
18,Original,MNL,0.6212386018237082,0.4674930346287566,0.47894745518715903,0.6361712846347607,0.0,0.5669839186084674,0.6668169352717983,43.013971842801894,13.765260087967686,0.16565157528708158,0.027658698430517548,0.3504973736356544,0.4561923526467427
19,Original,dnn,0.7292211246200608,0.5401564264352009,0.5430775464981578,0.6432060245701611,0.0,0.7403014541383566,0.7771182270322858,134.5901030909682,-5.717786239303801,0.16730404049158096,0.027925261110067368,0.3560462296009064,0.44872502982616425
20,Original,xgb,0.7329407294832827,0.5434204496527153,0.5456940383861919,0.6476016862253617,0.0,0.7462655054103984,0.7798146069751006,28.78195225171193,-31.711341861054805,0.18151873350143435,0.06469124555587769,0.3428020179271698,0.4109883606433869
