,data,method,accuracy,macro_f1_score,macro_recall,f1_walk,f1_cycle,f1_pt,f1_drive,VOT_drive,VOT_pt,market_share_walk,market_share_cycle,market_share_pt,market_share_drive
0,1.1_RandomUnderSampler,MNL,0.5353799392097265,0.456753340330203,0.503268003472017,0.6241078830052688,0.08290822741618549,0.5512106258213765,0.5687866250779813,40.84345666082193,7.555310527122911,0.19305092181688388,0.24663040469210085,0.27887753977229834,0.28144113371871643
1,1.1_RandomUnderSampler,dnn,0.5519578267477204,0.4770209805188575,0.5125669094459951,0.5767273630243352,0.10171685457057518,0.6044484914553775,0.6251912130251421,53.88317492712874,-inf,0.19162023425102231,0.19679410256445412,0.2908207538723946,0.3207527416944504
2,1.1_RandomUnderSampler,xgb,0.6503837386018237,0.5476245740518559,0.5838226211786778,0.6507452497142381,0.13814043267898837,0.6791043844461164,0.7225082293680811,1.1580256665269828,0.2597827903481182,0.21066584140062333,0.21515194326639175,0.28072053492069243,0.29346162676811216
3,1.2_One-SidedSelection,MNL,0.6066109422492401,0.4350710261041595,0.4272668251058837,0.5000189887482407,0.0,0.5717473898566978,0.6685177258116994,40.17803519588733,11.363188458160431,0.12185801180763041,0.04991571859373372,0.3576584999713292,0.4705677696273062
4,1.2_One-SidedSelection,dnn,0.7125353343465046,0.514912855774587,0.5107889499570339,0.5537166433817056,0.004956598629142361,0.7317617263086962,0.7692164547788037,-30.69186441102975,3.642363214336746,0.13285260230302812,0.051958660334348684,0.3562926921248436,0.4588959652185441
5,1.2_One-SidedSelection,xgb,0.7189513677811551,0.5205657405761741,0.5154187877746506,0.5718329689016158,0.00023041474654377888,0.7352420803607055,0.7749574982958312,-215.83719418570658,4.3541876325197775,0.1498128056526184,0.08394846022129059,0.3378515601158142,0.4283876657485962
6,1.3_NeighbourhoodCleaningRule,MNL,0.6173252279635257,0.46325048935008895,0.4739511826106836,0.6329890581859087,0.0,0.5535678391959798,0.6664450600184672,44.31128562753486,17.331560953794312,0.16731188754941995,0.04118767464597178,0.3211401115497648,0.4703603262548438
7,1.3_NeighbourhoodCleaningRule,dnn,0.7261048632218845,0.5406138837861757,0.5463508095638916,0.6517445946724417,0.0019479106896137196,0.7366003041670924,0.7721627256155552,208.14214198915784,-12.120678681583207,0.1717589247226715,0.04258873753249645,0.3382896757125855,0.4473625320196152
8,1.3_NeighbourhoodCleaningRule,xgb,0.7278115501519756,0.5419566080036474,0.5465154414698211,0.6523164335664334,0.0022935779816513763,0.7392853287271944,0.7739310917393107,38.601589312287565,-66.67974725661736,0.1854291409254074,0.07457202672958374,0.32423758506774897,0.41576164960861217
9,2.1_RandomOverSampler,MNL,0.5359878419452888,0.45685974551684827,0.5030496578958145,0.6239829657227125,0.08192517452791143,0.5520266712024886,0.5695041706142807,38.63341241366307,7.666118730931902,0.19344618252188456,0.2465895390258997,0.2784978662930623,0.2814664121591529
