,data,method,accuracy,macro_f1_score,macro_recall,f1_walk,f1_cycle,f1_pt,f1_drive,VOT_drive,VOT_pt,market_share_walk,market_share_cycle,market_share_pt,market_share_drive
1.1_RandomUnderSampler_4_xgb_mean,1.1_RandomUnderSampler,xgb,0.6491641337386017,0.5453245622037066,0.5796587695898751,0.6519575626701719,0.13071227980597394,0.6768253221156675,0.7218030842230129,-19.942911490308454,-12.81056109307239,0.21355880796909327,0.21450242400169373,0.28010094165802,0.29183831810951233
1.1_RandomUnderSampler_5_xgb_mean,1.1_RandomUnderSampler,xgb,0.6532294832826747,0.5479181913412177,0.5809436859119222,0.6520708937541465,0.13267171585270307,0.6820297951582868,0.7249003605997341,14.676690020620999,37.93256924818903,0.21252073347568512,0.2146444171667099,0.28115037083625793,0.2916843593120575
1.1_RandomUnderSampler_6_xgb_mean,1.1_RandomUnderSampler,xgb,0.651367781155015,0.5477897746496799,0.5828793541166084,0.6540560888386977,0.13269182071410482,0.6807313642756679,0.7236798247702491,-136.2206529125054,21.00178470984126,0.21047943830490112,0.21618404984474185,0.2785950303077698,0.29474008083343506
1.1_RandomUnderSampler_7_xgb_mean,1.1_RandomUnderSampler,xgb,0.6536094224924013,0.5478881252728315,0.5825597777333286,0.6496350364963505,0.13749000799360508,0.6739926739926742,0.7304347826086958,0.7816948557660439,56.71193159484553,0.2113388627767563,0.21363548934459686,0.28157222270965576,0.2934528589248657
1.1_RandomUnderSampler_8_xgb_mean,1.1_RandomUnderSampler,xgb,0.6507978723404255,0.5483029775844261,0.5870538488172212,0.6451074870274277,0.14322514167954664,0.6846008947492347,0.7202783868814949,3.108681904019564,3.0276707168844315,0.2109697014093399,0.21462634205818176,0.2788800299167633,0.29552364349365234
1.1_RandomUnderSampler_9_xgb_mean,1.1_RandomUnderSampler,xgb,0.6509878419452889,0.5479462495872384,0.5844623282692901,0.6459650778669185,0.14185865907325912,0.6828870779976716,0.7210741834111037,95.9579945811706,42.0734725165526,0.21195338666439054,0.21470996737480166,0.281939297914505,0.2913973331451416
1.2_One-SidedSelection_10_xgb_mean,1.2_One-SidedSelection,xgb,0.7199088145896655,0.5199412999663514,0.5148265474968384,0.5645791245791244,0.0,0.7398263416675386,0.7753597336187418,5.540483076364491,-8.263854801010233,0.14935706555843353,0.08419430255889893,0.338174432516098,0.4282750487327576
1.2_One-SidedSelection_1_xgb_mean,1.2_One-SidedSelection,xgb,0.7185030395136778,0.5203985747811216,0.5151760323825983,0.5728051391862955,0.0,0.7342777981075852,0.7745113618306053,5.182160237363144,68.75174945321221,0.1498085856437683,0.08350923657417297,0.33745384216308594,0.4292277097702025
1.2_One-SidedSelection_2_xgb_mean,1.2_One-SidedSelection,xgb,0.7168693009118542,0.5180634827435993,0.5128758723703971,0.5658232986064132,0.0,0.7322936635407491,0.7741369688272342,-56.44663780394872,-18.58776509711137,0.14830267429351807,0.08401980251073837,0.33833545446395874,0.4293425977230072
1.2_One-SidedSelection_3_xgb_mean,1.2_One-SidedSelection,xgb,0.7153115501519756,0.5169826777118356,0.5116468102192467,0.5654930527451772,0.0,0.7294858342077648,0.7729518238943999,-1177.1766933689473,59.164871949514605,0.1479216367006302,0.08369134366512299,0.33639007806777954,0.4319966733455658
1.2_One-SidedSelection_4_xgb_mean,1.2_One-SidedSelection,xgb,0.7196048632218845,0.5217430191886382,0.5164987722437571,0.5768871075484301,0.0,0.7346300255514419,0.7754549436546807,44.71533199715274,3.6445254325533383,0.1477903574705124,0.08399252593517302,0.337256133556366,0.4309608638286591
1.2_One-SidedSelection_5_xgb_mean,1.2_One-SidedSelection,xgb,0.7212386018237084,0.5234500357008101,0.5179487244280739,0.5777243589743588,0.002304147465437789,0.7365076057511981,0.7772640306122449,82.97442221086868,15.316498856100685,0.15286661684513092,0.08427123725414276,0.3385944068431854,0.4242678284645081
1.2_One-SidedSelection_6_xgb_mean,1.2_One-SidedSelection,xgb,0.7212386018237084,0.5225586083934264,0.5175468200512515,0.5754339118825101,0.0,0.7376572081904166,0.7771433135007787,28.82858945160741,9.20194722149342,0.15258951485157013,0.08387725800275803,0.338141530752182,0.4253952205181122
1.2_One-SidedSelection_7_xgb_mean,1.2_One-SidedSelection,xgb,0.7160714285714286,0.5178870784473375,0.5127511918810513,0.5672883402656649,0.0,0.7312752240683477,0.7729847494553378,-1177.576699481036,-75.7783428379756,0.1469387412071228,0.08415324985980988,0.3352685868740082,0.4336388409137726
1.2_One-SidedSelection_8_xgb_mean,1.2_One-SidedSelection,xgb,0.7241641337386017,0.5269764454469732,0.5224103835161792,0.5884353741496601,0.0,0.7431926834337974,0.7762777242044356,131.62775677904912,-10.499296836092046,0.15286417305469513,0.08359324932098389,0.33945953845977783,0.42408251762390137
1.2_One-SidedSelection_9_xgb_mean,1.2_One-SidedSelection,xgb,0.7166033434650457,0.5176561833816482,0.5125067231571122,0.5638599810785241,0.0,0.7332744190882154,0.7734903333598534,-46.040654955539246,0.5915429845127691,0.1496886909008026,0.08418239653110504,0.33944159746170044,0.42668935656547546
1.3_NeighbourhoodCleaningRule_10_xgb_mean,1.3_NeighbourhoodCleaningRule,xgb,0.7278115501519756,0.5419566080036474,0.5465154414698211,0.6523164335664334,0.0022935779816513763,0.7392853287271944,0.7739310917393109,38.60158931228757,-66.67974725661736,0.1854291409254074,0.07457202672958374,0.32423758506774897,0.4157616496086121
1.3_NeighbourhoodCleaningRule_1_xgb_mean,1.3_NeighbourhoodCleaningRule,xgb,0.7278115501519756,0.5419566080036474,0.5465154414698211,0.6523164335664334,0.0022935779816513763,0.7392853287271944,0.7739310917393109,38.60158931228757,-66.67974725661736,0.1854291409254074,0.07457202672958374,0.32423758506774897,0.4157616496086121
1.3_NeighbourhoodCleaningRule_2_xgb_mean,1.3_NeighbourhoodCleaningRule,xgb,0.7278115501519756,0.5419566080036474,0.5465154414698211,0.6523164335664334,0.0022935779816513763,0.7392853287271944,0.7739310917393109,38.60158931228757,-66.67974725661736,0.1854291409254074,0.07457202672958374,0.32423758506774897,0.4157616496086121
1.3_NeighbourhoodCleaningRule_3_xgb_mean,1.3_NeighbourhoodCleaningRule,xgb,0.7278115501519756,0.5419566080036474,0.5465154414698211,0.6523164335664334,0.0022935779816513763,0.7392853287271944,0.7739310917393109,38.60158931228757,-66.67974725661736,0.1854291409254074,0.07457202672958374,0.32423758506774897,0.4157616496086121
1.3_NeighbourhoodCleaningRule_4_xgb_mean,1.3_NeighbourhoodCleaningRule,xgb,0.7278115501519756,0.5419566080036474,0.5465154414698211,0.6523164335664334,0.0022935779816513763,0.7392853287271944,0.7739310917393109,38.60158931228757,-66.67974725661736,0.1854291409254074,0.07457202672958374,0.32423758506774897,0.4157616496086121
1.3_NeighbourhoodCleaningRule_5_xgb_mean,1.3_NeighbourhoodCleaningRule,xgb,0.7278115501519756,0.5419566080036474,0.5465154414698211,0.6523164335664334,0.0022935779816513763,0.7392853287271944,0.7739310917393109,38.60158931228757,-66.67974725661736,0.1854291409254074,0.07457202672958374,0.32423758506774897,0.4157616496086121
1.3_NeighbourhoodCleaningRule_6_xgb_mean,1.3_NeighbourhoodCleaningRule,xgb,0.7278115501519756,0.5419566080036474,0.5465154414698211,0.6523164335664334,0.0022935779816513763,0.7392853287271944,0.7739310917393109,38.60158931228757,-66.67974725661736,0.1854291409254074,0.07457202672958374,0.32423758506774897,0.4157616496086121
1.3_NeighbourhoodCleaningRule_7_xgb_mean,1.3_NeighbourhoodCleaningRule,xgb,0.7278115501519756,0.5419566080036474,0.5465154414698211,0.6523164335664334,0.0022935779816513763,0.7392853287271944,0.7739310917393109,38.60158931228757,-66.67974725661736,0.1854291409254074,0.07457202672958374,0.32423758506774897,0.4157616496086121
1.3_NeighbourhoodCleaningRule_8_xgb_mean,1.3_NeighbourhoodCleaningRule,xgb,0.7278115501519756,0.5419566080036474,0.5465154414698211,0.6523164335664334,0.0022935779816513763,0.7392853287271944,0.7739310917393109,38.60158931228757,-66.67974725661736,0.1854291409254074,0.07457202672958374,0.32423758506774897,0.4157616496086121
1.3_NeighbourhoodCleaningRule_9_xgb_mean,1.3_NeighbourhoodCleaningRule,xgb,0.7278115501519756,0.5419566080036474,0.5465154414698211,0.6523164335664334,0.0022935779816513763,0.7392853287271944,0.7739310917393109,38.60158931228757,-66.67974725661736,0.1854291409254074,0.07457202672958374,0.32423758506774897,0.4157616496086121
2.1_RandomOverSampler_10_xgb_mean,2.1_RandomOverSampler,xgb,0.6939209726443769,0.5669069323353265,0.5843496452683644,0.6598684837510723,0.1360824742268041,0.7229953611663353,0.7486814101970943,-36.45169118900129,-4.459873460010464,0.21204429864883426,0.1681477129459381,0.3062436282634735,0.313565731048584
2.1_RandomOverSampler_1_xgb_mean,2.1_RandomOverSampler,xgb,0.6946808510638299,0.5679877623143427,0.5851253068349935,0.6594893292682926,0.1413367390378885,0.7233784825459751,0.7477464984052143,10.490877450442929,-133.22152125033492,0.21166963875293726,0.1673450917005539,0.3069732487201691,0.3140106201171875
2.1_RandomOverSampler_2_xgb_mean,2.1_RandomOverSampler,xgb,0.6946808510638299,0.5669082967332207,0.5833692708668982,0.6613675541084084,0.13489736070381236,0.7213567561595403,0.7500115159611223,3.082297407733245,-4.2503795550731605,0.2116636484861374,0.16872969269752502,0.3062882423400879,0.3133178949356079
2.1_RandomOverSampler_3_xgb_mean,2.1_RandomOverSampler,xgb,0.6951747720364743,0.5672280013364988,0.583631741207925,0.661802822309686,0.13355454168394856,0.7238662037802391,0.7496884375721209,80.23908382724392,4.328288306854652,0.21175254881381989,0.16840195655822754,0.3069319128990173,0.3129124343395233
2.1_RandomOverSampler_4_xgb_mean,2.1_RandomOverSampler,xgb,0.6932750759878419,0.5659284620600475,0.5833540493240583,0.6598271112377694,0.13399503722084366,0.7209083356410967,0.7489833641404805,-29.047740705174217,35.404183609652826,0.2115594893693924,0.16908329725265506,0.3065392076969147,0.3128184080123901
2.1_RandomOverSampler_5_xgb_mean,2.1_RandomOverSampler,xgb,0.6938069908814589,0.5671826383033272,0.5842502956822354,0.6598411635250214,0.13922467694872864,0.7201370847382675,0.7495276280012905,-70.03307865832654,-40.45033408742972,0.2117000073194504,0.1669725924730301,0.3064344823360443,0.3148913085460663
2.1_RandomOverSampler_6_xgb_mean,2.1_RandomOverSampler,xgb,0.6935030395136778,0.5672966260244463,0.5845818814722176,0.6598352805975868,0.13990066225165562,0.7208699011977701,0.7485806600507728,-0.7167303774678856,-20.558721145179447,0.2119567692279816,0.16826416552066806,0.3063695728778839,0.3134084045886993
2.1_RandomOverSampler_7_xgb_mean,2.1_RandomOverSampler,xgb,0.6945668693009119,0.5677857437478409,0.5847574471381919,0.6616093719992319,0.13739201974496093,0.7230989956958392,0.7490425875513312,3.214638979653675,-21.068488873411845,0.21199607849121094,0.1683773398399353,0.3065758943557739,0.31305158138275146
2.1_RandomOverSampler_8_xgb_mean,2.1_RandomOverSampler,xgb,0.6962765957446809,0.5693501188340943,0.5860859000161563,0.6634587623905304,0.13953488372093026,0.7229793103448275,0.7514275188800886,-3.1388801073361496,-7.238791913693103,0.21152499318122864,0.1691255420446396,0.305862158536911,0.3134898543357849
2.1_RandomOverSampler_9_xgb_mean,2.1_RandomOverSampler,xgb,0.6924772036474164,0.5653066920409086,0.5823388965731315,0.6597879048437946,0.13311421528348394,0.7207863927545837,0.7475382552817715,23.433455709392828,3.982104638682753,0.21182814240455627,0.1689930111169815,0.3062807321548462,0.31289640069007874
2.2_SMOTENC_10_xgb_mean,2.2_SMOTENC,xgb,0.7015197568389057,0.5704832321741087,0.5806240660036799,0.6579239382628871,0.14208633093525178,0.7225443100877919,0.7593783494105039,-19.986712759400735,-5.790010136488345,0.202188640832901,0.1486409455537796,0.3094523251056671,0.3397195935249329
2.2_SMOTENC_1_xgb_mean,2.2_SMOTENC,xgb,0.7004939209726445,0.5685993320219779,0.5787575068978343,0.6591481220420904,0.13445378151260504,0.722498618021006,0.7582968065122104,1.015987936170065,9.744795028118801,0.20220139622688293,0.14934025704860687,0.3095919489860535,0.3388668298721313
2.2_SMOTENC_2_xgb_mean,2.2_SMOTENC,xgb,0.7018237082066869,0.5707541016504357,0.5809116575413774,0.658370132476917,0.1431192660550459,0.7233009708737864,0.7582260371959942,14.440812128149256,2.1032444966659027,0.20193448662757876,0.14892947673797607,0.30952534079551697,0.3396107256412506
2.2_SMOTENC_3_xgb_mean,2.2_SMOTENC,xgb,0.7008358662613982,0.5688245627380628,0.5784661850341238,0.657913342086658,0.13681368136813685,0.7216426560688854,0.7589285714285714,89.7987428878962,100.09164243468572,0.20157253742218015,0.1497068703174591,0.3098205626010895,0.3389006555080414
2.2_SMOTENC_4_xgb_mean,2.2_SMOTENC,xgb,0.7031534954407296,0.5720814624957967,0.5823444798479667,0.660096540627514,0.14370168258299226,0.7246456736337066,0.7598819531389733,9.72383631459927,-1.9152189090611451,0.20224744081497192,0.14851891994476318,0.3098480105400085,0.3393841981887817
2.2_SMOTENC_5_xgb_mean,2.2_SMOTENC,xgb,0.7000000000000001,0.5690318291662055,0.5797460405293604,0.6580425190533494,0.1386050644158152,0.7219609362031758,0.7575187969924811,7.555848551091683,0.8693808784138464,0.20242489874362946,0.14941856265068054,0.30928662419319153,0.3388696014881134
2.2_SMOTENC_6_xgb_mean,2.2_SMOTENC,xgb,0.7017477203647415,0.569129151124218,0.5786116344523135,0.6566653242045913,0.13748854262144825,0.7223448884963568,0.7600178491744758,-4.306881111762238,6.201808348136645,0.2018757462501526,0.1494246870279312,0.30933791399002075,0.3393631875514984
2.2_SMOTENC_7_xgb_mean,2.2_SMOTENC,xgb,0.7030775075987841,0.572095501047577,0.5823964663307489,0.6615168539325842,0.1437070938215103,0.7235242095954015,0.7596338468408127,17.21169110367226,4.547434952104784,0.20191484689712524,0.14862149953842166,0.3098894953727722,0.33957305550575256
2.2_SMOTENC_8_xgb_mean,2.2_SMOTENC,xgb,0.7031155015197569,0.5718759547978551,0.5819272801648794,0.6599056130133548,0.14377880184331795,0.7247671021443141,0.7590523021904338,4.8408051636848635,2.9253337896380764,0.20234404504299164,0.14889037609100342,0.3102621138095856,0.3385047912597656
2.2_SMOTENC_9_xgb_mean,2.2_SMOTENC,xgb,0.702127659574468,0.5702028836632941,0.5798439125770276,0.6574129953731643,0.14120904476234422,0.7224124599580249,0.7597770345596431,-10.402542591415918,-5.518153028628549,0.20178788900375366,0.14878572523593905,0.30984145402908325,0.3395857214927673
2.3_ADASYN_10_xgb_mean,2.3_ADASYN,xgb,0.7029255319148937,0.5638050074449358,0.5722484010489487,0.6522039246622622,0.12019704433497537,0.7142290923503766,0.7685899684321292,11.650034358139205,1.0724231778390372,0.2029425203800201,0.15662114322185516,0.2916498482227325,0.348785936832428
2.3_ADASYN_1_xgb_mean,2.3_ADASYN,xgb,0.7025075987841946,0.5643155748451906,0.5729838076736449,0.652037000590435,0.12400793650793647,0.7138489412297587,0.7673684210526318,7.4020620538832915,25.646941282759713,0.2032482922077179,0.1558482050895691,0.29171741008758545,0.3491854667663574
