# overall_metrics
,overall
accuracy,0.7207826747720365
macro_f1_score,0.5221684118012666
macro_recall,0.5172285072931668

# class_specific_metrics
,walk,pt,cycle,drive
precision,0.766928011404134,0.7273564630027632,0.0,0.706789898842879
recall,0.4594363791631085,0.7480265235238396,0.0,0.8614511264857193
f1-score,0.5746328437917223,0.7375466998754671,0.0,0.7764941035378772
support,4684.0,9501.0,861.0,11274.0

# confusion_matrix
,walk,pt,cycle,drive
walk,2152,941,0,1591
pt,293,7107,2,2099
cycle,97,425,0,339
drive,264,1298,0,9712

# prob_derivative
,walk,pt,cycle,drive
age,-0.0030643178537710643,0.018430927791288586,0.0007556583786853744,-0.01612226852069499
distance,-0.037338249233024715,0.01676409654816036,0.00488490869492802,0.015689243913812198
dur_walking,-0.04590188796887273,-0.004529837914861715,-0.0009399626328141569,0.05137168857763355
dur_cycling,-0.00291611278740495,0.010614708642399927,0.006364236924007194,-0.014062833043803047
dur_pt_access,0.003270765976619766,-0.0326130463061986,0.0058445300449610875,0.023497750470795244
dur_pt_inv,-0.0003305409788483492,-0.014549457885806676,0.009440536871767255,0.0054394618316401695
dur_pt_int_total,0.0014531297094555007,-0.018582521260139564,0.0015811986487988452,0.015548193117705897
pt_n_interchanges,0.0,0.0,0.0,0.0
dur_driving,0.017385019406188616,0.08157929299258833,0.019958532799082346,-0.11892284531871679
cost_transit,0.016868916035744762,0.003064515811768325,0.01049118204868642,-0.030424613817350652
cost_driving_total,0.021745062180740776,0.015076201462677212,-0.004480577252735376,-0.032340685998690465

# elasticity
,walk,pt,cycle,drive
age,-0.07619829107812595,0.10574813932318212,-0.07055587716074287,0.1739407149544716
distance,-0.026364881239390174,0.04355372499586337,0.05519223542082559,0.045045618303490034
dur_walking,-0.03219354482557793,-0.014604172523711776,-0.01590378986949588,0.13558024960352807
dur_cycling,0.04264519686644726,0.061610745971988914,0.07453403011385933,0.012547686418176529
dur_pt_access,0.0796745996807796,-0.18587648254027336,0.09900119531524354,0.15598500273831492
dur_pt_inv,0.060542502221559165,-0.08296119197140629,0.08906108277589717,0.10808319353345917
dur_pt_int_total,0.01045850336481542,-0.053540076964268234,0.014580185001244547,0.06083780971259316
pt_n_interchanges,0.0,0.0,0.0,0.0
dur_driving,0.1342400118543835,0.5420774292609887,0.2570669022075569,-0.24604722403428178
cost_transit,0.07199073024324588,0.11609914654346869,0.11978057938356276,-0.05248089913624526
cost_driving_total,0.03280837596163562,0.05488273011534548,0.00041959438369919077,-0.004052381542608128

# market share
,walk,pt,cycle,drive
market_share,0.15258491039276123,0.33809512853622437,0.08385533094406128,0.4254642426967621

# value of time of driving
,VOT_drive
VOT_drive,58.439079838092134

# value of time of pt
,VOT_pt
VOT_pt,-5.52032453937999

