# overall_metrics
,overall
accuracy,0.6252811550151975
macro_f1_score,0.5336867470051917
macro_recall,0.5715640834395559

# class_specific_metrics
,walk,cycle,pt,drive
precision,0.5927819900292381,0.07160308187924716,0.7614788209600396,0.7902651840624739
recall,0.7146883005977795,0.33716608594657377,0.6188085464687927,0.6155934007450774
f1-score,0.6464549275636453,0.11723542706566092,0.681180693746944,0.6898759396445167
support,4684.0,861.0,9501.0,11274.0

# confusion_matrix
,walk,cycle,pt,drive
walk,3347.6,608.4,291.2,436.8
cycle,181.5,290.3,219.6,169.6
pt,824.9,1542.9,5879.3,1253.9
drive,1314.7,1667.8,1351.3,6940.2

# prob_derivative
,walk,cycle,pt,drive
age,-0.002657407929009576,0.01781618014035613,0.0068226854058139625,-0.021981457385163553
distance,-0.3269317185471766,0.2708092037854649,0.05850063274631169,-0.0023781172644159448
dur_walking,-0.2870624118791301,-0.4604420118252473,0.26009008999238464,0.4874143322077775
dur_cycling,-0.017576438658550447,0.017909069316961956,0.038557135956293745,-0.03888976647136998
dur_pt_access,-0.004208783684900515,0.0508277569310198,-0.06494460757301287,0.018325634629772523
dur_pt_inv,-0.049098524690430474,0.0963975259584072,-0.07148826958301381,0.024189268431523515
dur_pt_int_total,0.0022673285500000497,0.06379455929347658,-0.0561447485778708,-0.009917139172721611
pt_n_interchanges,0.018302710763177972,-0.06565060591390418,0.0035612974419916657,0.043786597245744
dur_driving,0.03371399751522339,0.07282323895122714,0.12619396605643768,-0.2327312014712343
cost_transit,0.03430681371225447,-0.006683208028388452,-0.04617798462276976,0.018554378902301192
cost_driving_total,0.017880008393765856,0.001187717506897292,0.02135111243919264,-0.04041883806080113

# elasticity
,walk,cycle,pt,drive
age,-0.03527826413722345,-0.49952713918576364,0.048214260152065425,0.26693892851775886
distance,-0.6636157016422858,1.9772829190387848,0.10196127326688129,-0.23892396378805847
dur_walking,-1.1534229737785777,-5.021569577787299,0.7179129449131418,1.4872425471570592
dur_cycling,-0.03355703267516256,0.5822924808290544,0.2037635915943919,-0.2243396726440101
dur_pt_access,0.11195144012347644,0.5543232667833667,-0.6701234372802521,0.13850963245564346
dur_pt_inv,-0.08907120110495816,0.5523551693577675,-0.43423185168077694,0.14208952299983296
dur_pt_int_total,-0.030373563024206796,-0.007810725312632715,-0.13423338401881485,0.09328214265176696
pt_n_interchanges,-0.031583041083248574,-0.01217661323813632,-0.0124889518790558,0.018918099339093098
dur_driving,0.12148114653086425,0.5858853411226318,0.7006638082874029,-0.9846702484991874
cost_transit,0.05633624446631567,-0.019864945501878232,-0.191542223238491,-0.12131746019059235
cost_driving_total,0.01505069917711564,-0.06903400167400671,0.05656262139397652,-0.12505989045656887

# market share
,mean
walk,0.19757236093282698
cycle,0.19130337238311768
pt,0.3048309773206711
drive,0.3062934339046478

# value of time of driving
,VOT_drive
VOT_drive,-9.231108850142736

# value of time of pt
,VOT_pt
VOT_pt,46.298780439957454

