# overall_metrics
,overall
accuracy,0.7047112462006079
macro_f1_score,0.5639243447401303
macro_recall,0.5717077815135777

# class_specific_metrics
,walk,cycle,pt,drive
precision,0.6087516087516087,0.7733918128654971,0.10186005314437556,0.76004851004851
recall,0.7068744662681469,0.6681401957688664,0.13356562137049943,0.7782508426467979
f1-score,0.6541539069445815,0.7169235981704218,0.1155778894472362,0.769041984398282
support,4684.0,9501.0,861.0,11274.0

# confusion_matrix
,walk,cycle,pt,drive
walk,3311,335,205,833
cycle,844,6348,640,1669
pt,188,290,115,268
drive,1096,1235,169,8774

# prob_derivative
,walk,cycle,pt,drive
age,0.0003749519003782794,0.008121215800846886,0.004104363297462224,-0.012600530549286164
distance,-0.06918664689526063,0.051703508790930615,-0.017458344110376313,0.03494148234241491
dur_walking,-0.08525809896276307,0.016961734062802897,-0.022327234386106003,0.09062359931528445
dur_cycling,-0.003475837985640189,0.025348649618128282,-0.013360119804943067,-0.008512691706774059
dur_pt_access,-0.0007507415076775048,-0.024966248177334595,0.004064959302736075,0.021652030284591128
dur_pt_inv,-0.01024607812643651,-0.011873632594190634,0.014147569216805803,0.00797214184037275
dur_pt_int_total,0.012629306918815118,-0.0268158270959906,0.04812695660205451,-0.03394043618159814
pt_n_interchanges,0.0,0.0,0.0,0.0
dur_driving,0.004443769063364028,0.08253275205766615,0.007300937346307989,-0.09427745814109671
cost_transit,0.03660170058844682,-0.009405181210260117,0.05920225383851056,-0.08639877294758479
cost_driving_total,0.07895969703037857,-0.029806242690355943,0.13178417096389897,-0.18093762470000208

# elasticity
,walk,cycle,pt,drive
age,-0.0526854498537472,0.11624599323557175,-0.16586589482125597,0.23625185780974764
distance,-0.04408704820453894,0.13829949229686445,-0.06095727740877199,0.06883493799349621
dur_walking,-0.07266747638463228,0.04390678394847141,-0.12339338388735148,0.21798437953520577
dur_cycling,-0.0005321095508420751,0.11137038442888308,-0.036957437833656306,0.02078356522709257
dur_pt_access,0.02043157271908178,-0.15995847966557458,-2.7179811413624847e-05,0.17863764522303444
dur_pt_inv,0.04133430944476829,-0.07527101782237089,0.06128391539863186,0.11586942490496059
dur_pt_int_total,0.004464301554163295,-0.04174174002630679,0.021102335951327215,0.04089320898830269
pt_n_interchanges,0.0,0.0,0.0,0.0
dur_driving,0.06983645331781878,0.4794593761203091,0.07750388322961953,-0.2423854884783047
cost_transit,0.12190939331998274,0.092511436078501,0.2077680918342276,-0.1115129419948552
cost_driving_total,0.09732591561983074,0.07383890873387168,0.17052181715632436,-0.04026149943399878

# market share
,mean
walk,0.20290635526180267
cycle,0.2923971116542816
pt,0.15538236498832703
drive,0.3493122458457947

# value of time of driving
,VOT_drive
VOT_drive,-0.93059597699574

# value of time of pt
,VOT_pt
VOT_pt,-46.61742260291627

