# overall_metrics
,overall
accuracy,0.5319148936170213
macro_f1_score,0.4503465668033548
macro_recall,0.5011713900308854

# class_specific_metrics
,walk,cycle,pt,drive
precision,0.4705131181797075,0.05451127819548872,0.6961072947333987,0.6567857142857143
recall,0.8652860802732707,0.20209059233449478,0.4479528470687296,0.4893560404470463
f1-score,0.6095653481726576,0.0858623242042931,0.5451168747998719,0.5608417200365965
support,4684.0,861.0,9501.0,11274.0

# confusion_matrix
,walk,cycle,pt,drive
walk,4053,218,76,337
cycle,300,174,141,246
pt,1389,1556,4256,2300
drive,2872,1244,1641,5517

# prob_derivative
,walk,cycle,pt,drive
age,1.687453516910031e-05,2.673198878167393e-05,2.408361927608091e-05,2.7250443850673586e-05
distance,7.355520458066874e-07,1.1652332250814782e-06,1.0497922017661793e-06,1.1878324067976023e-06
dur_walking,-0.7260037808581085,0.26765540938214294,0.19119602058315022,0.2671523508928142
dur_cycling,0.22065122204949564,-0.9481316544036036,0.33888830806333203,0.3885921242907787
dur_pt_access,0.1635900148959679,0.3517257922209862,-0.8865571976434483,0.3712413905264971
dur_pt_inv,0.07892029170037791,0.16968212967202984,-0.42769940874193846,0.1790969873695332
dur_pt_int_total,0.2922870240461062,0.6284300735219582,-1.5840157793900054,0.6632986818219486
pt_n_interchanges,-0.024477195851981045,-0.05262705739015386,0.1326513367854527,-0.055547083543317555
dur_driving,0.24786927609049594,0.4373482372940778,0.4025706843071832,-1.0877881976917592
cost_transit,0.010221950189114667,0.021977646561106737,-0.05539667882465424,0.023197082074432683
cost_driving_total,0.008404580039126345,0.014829301651596969,0.01365008842979924,-0.036883970120522656

# elasticity
,walk,cycle,pt,drive
age,0.004868207491997405,0.004647303742454803,0.0044338156782322705,0.004398898484350254
distance,0.03046899480676702,0.025086408853671086,0.018293027589863967,0.02259993237755784
dur_walking,-7.335318696011736,0.4390877957172876,0.4390877957172876,0.4390877957172876
dur_cycling,0.4516369230905244,-1.6015316775923356,0.4516369230905244,0.4516369230905244
dur_pt_access,0.2585221137758178,0.2585221137758178,-0.670790662909442,0.2585221137758178
dur_pt_inv,0.27378133332079807,0.27378133332079807,-0.4639074241248614,0.27378133332079807
dur_pt_int_total,0.1816384721585207,0.1816384721585207,-0.29059331271184835,0.1816384721585207
pt_n_interchanges,-0.13525096319224547,-0.13525096319224547,0.19558182476947253,-0.13525096319224547
dur_driving,0.472592606490397,0.472592606490397,0.472592606490397,-1.3044948736880109
cost_transit,0.18631488737792665,0.18631488737792665,-0.39107661097495244,0.18631488737792665
cost_driving_total,0.05851820716996325,0.05851820716996325,0.05851820716996325,-0.3497045582149084

# market share
,mean
walk,0.203983417826008
cycle,0.24188496875563933
pt,0.27410459123337716
drive,0.2800270221849804

# value of time of driving
,VOT_drive
VOT_drive,29.492166763428255

# value of time of pt
,VOT_pt
VOT_pt,7.720668780446658

